id_article,surtitre,titre,soustitre,id_rubrique,descriptif,chapo,texte,ps,date,statut,id_secteur,maj,export,date_redac,visites,referers,popularite,accepter_forum,date_modif,lang,langue_choisie,id_trad,nom_site,url_site,virtuel,ph,hm,lt,va,re,input_2,input_1,cgps
22,"",Ati,"",2,"","","{{ati kêê mô ati virii}}
Grand-Ati et Petit-Ati (lignages aînés et lignages cadets)


","",2024-06-13 00:33:11,publie,1,2024-11-25 19:05:55,oui,0000-00-00 00:00:00,0,0,0,pos,2024-11-25 19:05:55,fr,non,0,"","","",[],"","","","","","nom d'un clan. Il sert de relais entre les villages de Goro et de Touaourou ; entrée de la chefferie de Touaourou. On en parle en disant : a wii pwékinâ koo-étiié-üü «°là-bas à Pwékinâ°», lieu de ramassage des deux côtés du filet'. Les Ati, ainsi que les Vâdegu, seraient originaires de Lifou.",n.p.
23,"",(-)awé,"",2,"","","{{nêê-awé}}
traverses supportant le pont de la pirogue



","",2024-06-13 00:33:39,publie,1,2024-06-17 06:25:08,oui,0000-00-00 00:00:00,0,0,0,pos,2024-06-17 06:25:08,fr,non,0,"","","",[],"","","","","",traverses,n.c.dép.
24,"",awé,"",2,"","","{{awé ?àrà-kaïï}}
il y a des restes de nourriture

{{awé boo mii}}
il y a deux poissons



","",2024-06-13 00:34:21,publie,1,2024-06-17 06:25:13,oui,0000-00-00 00:00:00,0,0,0,pos,2024-06-17 06:25:13,fr,non,0,"","","",[],"","","","","",il y a,adv.
25,"",awé,"",2,"","","{{awé ékû vê}}
eh bien, nous partons !

{{awé xii gii kô ngwéétu tro-ro wa}}
bien, le faucon de Ngwéétu reste là !




","",2024-06-13 00:35:04,publie,1,2024-06-17 06:25:20,oui,0000-00-00 00:00:00,0,0,0,pos,2024-06-17 06:25:20,fr,non,0,"","","",[],"","","","","",Eh bien !,interj.
26,"",Images,"",3,"","",<diapo26|diapo>,"",2024-06-13 02:11:38,publie,3,2024-06-13 02:12:17,oui,0000-00-00 00:00:00,0,0,0,pos,2024-06-13 02:12:17,fr,non,0,"","","",[],"","","","","","",""
27,"",Test,"",4,"","","{{exemple en langue}}
traduction de l’exemple

{{exemple en langue}}
traduction de l’exemple

{{exemple en langue}}
traduction de l’exemple
","",2024-11-14 07:31:15,prepa,1,2024-11-14 07:33:24,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-26 01:51:53,fr,non,0,"","","",[phonétique],homonyme,literal,variantes du mot,entrée inverse,cf,définition,catégorie grammaticale
28,"",ba,"",4,"","","{{go ba kiié lais}}
je mange du riz





","",2024-07-30 01:18:21,publie,1,2024-07-30 01:19:27,oui,0000-00-00 00:00:00,0,0,0,pos,2024-07-30 01:19:27,fr,non,0,"","","",[],"","","","","",marqueur aspectuel désignant l'assertif,morph. gram. TAM
29,"",(-)ba(rè),"",4,"","","{{gu ba pitéé}}
je décolle et jette



","",2024-07-30 01:20:42,publie,1,2024-11-25 19:06:45,oui,0000-00-00 00:00:00,0,0,0,pos,2024-11-25 19:06:45,fr,non,0,"","","",[],"","","",enlever ; retirer ; décoller ; décrocher,"","enlever, retirer, décoller, décrocher",v.t.
30,"",ci-ba(rè),"",4,"","","{(-)ba(rè)}



","",2024-07-30 01:26:49,publie,1,2024-07-30 01:26:49,oui,0000-00-00 00:00:00,0,0,0,pos,2024-07-30 01:26:41,fr,non,0,"","","",[],"","","","","",enlever l'amande du coco (avec une cuillère),v.t.
31,"",tra-ba(rè),"",4,"","","","",2024-07-30 01:27:42,publie,1,2024-12-15 10:29:18,oui,0000-00-00 00:00:00,0,0,0,pos,2024-12-15 10:29:18,fr,non,0,"","","",[],"","","",détacher; décrocher, (-)ba(rè),"détacher, décrocher, défaire, déboutonner",v.t.
32,"",baa,"",4,"","","{{itââ ba co-imwaa baa-buué}}
il sort du bois pétrole

{{baa büü}}
carapace de crabe

{{baa-nokô}}
crâne

{{baa-ng(o)ee}}
planche

{{baa-nokô-düü}}
«crâne de sorcier», nom d'un clone de taro

{{kêê-baa-ré}}
«grosse écorce», nom d'un clone de bananier

















","",2024-07-30 01:29:31,publie,1,2024-11-25 01:56:43,oui,0000-00-00 00:00:00,0,0,0,pos,2024-11-25 01:56:43,fr,non,0,"","","",[],"","","",carapace ; os,"",partie dure de qqch ; carapace,n.c.
33,"",baa,"",4,"","","{préposition locative demeurative ""parmi, au sein de, dans""}


{{nyî ba ja baa nè}}
il va parmi eux

{{go bèpia véé ra baa vuu}}
je me fais mal au pied dans les cailloux







","",2024-07-30 02:01:23,publie,1,2024-07-30 02:01:23,oui,0000-00-00 00:00:00,0,0,0,pos,2024-07-30 02:01:16,fr,non,0,"","","",[],"","","","","","",prép.
34,"",baco,"",4,"","","{Pancheria sp., Geissois racemosa Labill., Cunoniacées}

","",2024-07-30 02:02:23,publie,1,2024-11-25 01:57:46,oui,0000-00-00 00:00:00,0,0,0,pos,2024-11-25 01:57:46,fr,non,0,"","","",[],"","","","","","arbre, Pancheria",n.c.
35,"",bakarè(rè),"",4,"","","{{nyî bakarè kuroo kaa xi}}
il écrase en dessous du poulpe



","",2024-07-30 02:03:04,publie,1,2024-11-25 19:09:27,oui,0000-00-00 00:00:00,0,0,0,pos,2024-11-25 19:09:27,fr,non,0,"","","",[],"","","",briser,"",briser ; faire éclater qqch,n.c.
36,"",baa-ni-pwè-nyêrô,"",4,"","","","",2024-07-30 02:03:45,publie,1,2024-07-30 02:03:45,oui,0000-00-00 00:00:00,0,0,0,pos,2024-07-30 02:03:40,fr,non,0,"","","",[],"","","","","",os de seiche,n.c.
37,"",béé(rè),"",4,"","","{{béé pa}}
enfoncer un clou

{{béé jokaré}}
marquer le rythme du pilou




","",2024-07-30 02:04:52,publie,1,2024-11-25 19:13:50,oui,0000-00-00 00:00:00,0,0,0,pos,2024-11-25 19:13:50,fr,non,0,"","","",[],"","","",taper,"",taper,v.t.
38,"",bè,"",4,"","","","",2024-07-30 02:05:30,publie,1,2024-11-25 19:10:58,oui,0000-00-00 00:00:00,0,0,0,pos,2024-11-25 19:10:58,fr,non,0,"","","",[],"","","",support,"","traverses, supports de canne à sucre",v.i.
39,"",bè(-),"",4,"","","","",2024-07-30 02:05:52,publie,1,2024-07-30 02:05:52,oui,0000-00-00 00:00:00,0,0,0,pos,2024-07-30 02:05:47,fr,non,0,"","","",[],"","","","","","action de taper, heurter (préfixe), provient du verbe béé(rè) ""taper""",préf. verbal
40,"",bèamè(rè),"",4,"","","{{nê bèamè aya}}
ils les frappent à mort ici




","",2024-07-30 02:07:04,publie,1,2024-10-12 01:06:21,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-12 01:06:21,fr,non,0,"","","",[],"",bè-a-mè,"","","",frapper à mort,v.i.
41,"",bècèrè(rè),"",4,"","","

","",2024-07-30 02:08:22,publie,1,2024-10-12 02:03:22,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-12 02:03:22,fr,non,0,"","","",[],"","","",repousser,bè(-) ; cèrè(rè),repousser en tapant,v.i.
42,"",bècika(rè),"",4,"","","
","",2024-07-30 02:08:55,publie,1,2024-11-28 03:57:41,oui,0000-00-00 00:00:00,0,0,0,pos,2024-11-28 03:57:41,fr,non,0,"","","",[],"","","",démolir,bè(-) ; cika(rè),démolir en tapant,v.i.
43,"",bèja(rè),"",4,"","","

","",2024-07-30 02:09:22,publie,1,2024-10-12 02:03:47,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-12 02:03:47,fr,non,0,"","","",[],"","","","",bè(-) ; ja(rè),bruit (faire du) en tapant,v.i.
44,"",bèkarè(rè),"",4,"","","
","",2024-07-30 02:10:02,publie,1,2024-10-12 02:03:59,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-12 02:03:59,fr,non,0,"","","",[],"","","",casser,bè(-) ; karè(rè),casser en morceaux en tapant,v.i.
45,"",bèmwârê(rê),"",4,"","","","",2024-07-30 02:10:30,publie,1,2024-10-12 02:04:09,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-12 02:04:09,fr,non,0,"","","",[],"","","",barrer,bè(-) ; mwârê(rê),barrer en tapant ; placer en travers,v.i.
46,"",bènêê(rê),"",4,"","","{{gu bènéé méé xiri ngê to xiri nyââ Mwaaxéénö}}
tu maintiens cette marmitte de maman Mwaaxéénö



","",2024-07-30 02:11:19,publie,1,2024-10-12 02:04:27,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-12 02:04:27,fr,non,0,"","","",[],"","","",maintenir,bè(-) ; nêê(rê),maintenir en tapant,v.i.
47,"",bèpia(rè),"",4,"","","","",2024-07-30 02:11:55,publie,1,2024-10-12 02:04:39,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-12 02:04:39,fr,non,0,"","","",[],"","","",amollir,bè(-) ; pia(rè),amollir en tapant ; blesser (se) en marchant,v.i.
48,"",bèpoo(rè),"",4,"","","

","",2024-07-30 02:12:24,publie,1,2024-10-12 02:04:50,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-12 02:04:50,fr,non,0,"","","",[],"","","",bè(-) ; poo(rè),bè(-) ; poo(rè),casser en deux en tapant,v.i.
49,"",bètâ(rê),"",4,"","","","",2024-07-30 02:12:59,publie,1,2024-11-25 19:26:07,oui,0000-00-00 00:00:00,0,0,0,pos,2024-11-25 19:26:07,fr,non,0,"","","",[],"","","",défaire,bè(-) ; tâ(rê),défaire en tapant,v.i.
50,"",bètié(rè),"",4,"","","

","",2024-07-30 02:13:35,publie,1,2024-10-12 02:05:14,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-12 02:05:14,fr,non,0,"","","",[],"","","",fendre,bè(-) ; tié(rè),fendre en tapant,v.i.
51,"",bèto(rè),"",4,"","","

","",2024-07-30 02:14:15,publie,1,2024-10-12 02:05:25,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-12 02:05:25,fr,non,0,"","","",[],"","","",briser,bè(-) ; to(rè),briser en tapant,v.i.
52,"",bètree(rè),"",4,"","","
","",2024-07-30 02:14:57,publie,1,2024-10-12 02:05:38,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-12 02:05:38,fr,non,0,"","","",[],"","","",déboîter,bè(-) ; tree(rè),déboîter en tapant,v.i.
53,"",bètréré(rè),"",4,"","","

","",2024-07-30 02:15:32,publie,1,2024-10-12 02:05:48,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-12 02:05:48,fr,non,0,"","","",[],"","","",enfoncer,bè(-) ; tréré(rè),"enfoncer, clouer en tapant",v.i.
54,"",bèvuu(rè),"",4,"","","","",2024-07-30 02:15:57,publie,1,2024-11-25 21:33:42,oui,0000-00-00 00:00:00,0,0,0,pos,2024-11-25 21:33:42,fr,non,0,"","","",[],"","","","",bè(-) ; vuu(rè),mal (se faire) en tapant,v.i.
55,"",bèwéé(rè),"",4,"","","
","",2024-07-30 02:16:24,publie,1,2024-10-12 02:07:03,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-12 02:07:03,fr,non,0,"","","",[],"","","",écorcher ,bè(-) ; wéé(rè),écorcher en tapant,v.i.
56,"",bè-a-kwa(rè),"",4,"","","{cf: bè(-) ; kwa(rè)}

","",2024-07-30 02:16:59,publie,1,2024-07-30 02:16:59,oui,0000-00-00 00:00:00,0,0,0,pos,2024-07-30 02:16:56,fr,non,0,"","","",[],"","",bèè-kwa(rè),fêler,"",fêler en tapant,v.i.
57,"",bèè-ciri(rè),"",4,"","","

","",2024-07-30 02:17:32,publie,1,2024-10-12 02:07:11,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-12 02:07:11,fr,non,0,"","","",[],"","","",gicler ,bèè(rè) ; ciri(rè),gicler (faire) en tapant,v.i.
58,"",bèè-co(rè),"",4,"","","

","",2024-07-30 02:17:59,publie,1,2024-10-12 02:07:21,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-12 02:07:21,fr,non,0,"","","",[],"","","",shooter,bèè(-) ; co(rè),shooter,v.i.
59,"",bèè-mè(rè),"",4,"","","

","",2024-07-30 02:18:30,publie,1,2024-10-12 02:07:34,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-12 02:07:34,fr,non,0,"","","",[],"","","",tuer,bèè(-) ; mè(rè),tuer en tapant,v.i.
60,"",bèè-murumutè(rè),"",4,"","","
","",2024-07-30 02:19:03,publie,1,2024-10-12 02:07:45,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-12 02:07:45,fr,non,0,"","","",[],"","","",casser,bèè(-) ; murumutè(rè),casser en miettes en tapant,v.i.
61,"",bèè-towa(rè),"",4,"","","

","",2024-07-30 02:19:48,publie,1,2024-10-12 02:08:04,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-12 02:08:04,fr,non,0,"","","",[],"","","","",bèè(-) ; towa(rè),bruit (faire du) en tapant,v.i.
62,"",bèè-tùù(rè),"",4,"","","
","",2024-07-30 02:19:51,publie,1,2024-10-12 02:08:16,oui,0000-00-00 00:00:00,0,0,0,pos,2024-10-12 02:08:16,fr,non,0,"","","",[],"","","",tomber, bèè(-) ; tùù(rè),"tomber (faire) en tapant, etc.",v.i.
63,"",bè(rè),"",4,"","","{{bè taa nyôrô}}
attacher une torche


","",2024-07-30 02:20:22,publie,1,2024-11-25 02:01:29,oui,0000-00-00 00:00:00,0,0,0,pos,2024-11-25 02:01:29,fr,non,0,"","","",[],"","","",attacher ; lier,"","attacher (faisceau, bouquet, torche) ; lier ensemble",v.t.
64,"",bééa,"",4,"","","","",2024-07-30 02:20:39,publie,1,2024-11-25 02:02:16,oui,0000-00-00 00:00:00,0,0,0,pos,2024-11-25 02:02:16,fr,non,0,"","","",[],"","","",ressac,"",ressac des vagues,n.c.
65,"",béaawé,"",4,"","","{{béaawé kô-iiyè mï-kwa}}
il n'y a personne qui sache cette manière de pêcher le mékoua

{{nââ éngâmè mwéé béaawé pwala}}
ils regardent encore mais ne voient toujours rien




","",2024-07-30 02:21:23,publie,1,2024-11-25 02:03:02,oui,0000-00-00 00:00:00,0,0,0,pos,2024-11-25 02:03:02,fr,non,0,"","","",[],"","","","","",il n'y a pas (de),adv.
66,"",béaaro,"",4,"","","{{béaaro pwéla}}
il n'y a plus de pain

{{béaaro bèrèwè arèngê}}
il n'y a plus de pirogue aujourd'hui



","",2024-07-30 02:22:01,publie,1,2024-07-30 02:22:01,oui,0000-00-00 00:00:00,0,0,0,pos,2024-07-30 02:21:55,fr,non,0,"","","",[],"","","","","",il n'y a plus (de),adv.
67,"",bèba,"",4,"","","{{a é-bèba}}
collant, qui ahère

{{ngu-a-bèba(rè)}}
lancer qqch qui se colle sur la cible



","",2024-07-30 02:24:03,publie,1,2024-11-25 19:11:44,oui,0000-00-00 00:00:00,0,0,0,pos,2024-11-25 19:11:44,fr,non,0,"","","",[],"","",é-bèba,collant,"",collant,adj.
68,"",bébé,"",4,"","","{Myiagra caledonica caledonica Bonaparte, Muscicapidés}

","",2024-07-30 02:24:38,publie,1,2024-07-30 02:24:38,oui,0000-00-00 00:00:00,0,0,0,pos,2024-07-30 02:24:34,fr,non,0,"","","",[],"","","","","","oiseau «moustache», «siffleur»",n.c.
69,"",bèg(e),"",4,"","","{bw : bag (anglais)}

","",2024-07-30 02:25:25,publie,1,2024-07-30 02:25:25,oui,0000-00-00 00:00:00,0,0,0,pos,2024-07-30 02:25:21,fr,non,0,"","","",[mb???g],"","","",sac,"",sac,n.c.
70,"",biékéké,"",4,"","","","",2024-07-30 02:25:44,publie,1,2024-07-30 02:25:44,oui,0000-00-00 00:00:00,0,0,0,pos,2024-07-30 02:25:39,fr,non,0,"","","",[],"","","","","",banc longeant le rebord du pont de la pirogue (côté opposé au balancier),n.c.
71,"","béjéé(rè), é-béjéé(rè)","",4,"","","{{se croiser sans se voir, manquer (se)}}
nous nous sommes croisés sans nous voir, nous nous sommes manqués


","",2024-07-30 02:27:09,publie,1,2024-11-25 19:14:56,oui,0000-00-00 00:00:00,0,0,0,pos,2024-11-25 19:14:56,fr,non,0,"","","",[],"","","",croiser (se) ; manquer (se),"","se croiser sans se voir, manquer (se)",v.i.
72,"",békô(rê),"",4,"","","
","",2024-07-30 02:27:13,publie,1,2024-11-25 19:15:41,oui,0000-00-00 00:00:00,0,0,0,pos,2024-11-25 19:15:41,fr,non,0,"","","",[],"","","",tomber,"",tomber,v.i.
73,"",bèkôdu(rè),"",4,"","","","",2024-07-30 02:27:30,publie,1,2024-11-25 19:16:26,oui,0000-00-00 00:00:00,0,0,0,pos,2024-11-25 19:16:26,fr,non,0,"","","",[],"","","",porter,"","porter sur les épaules, sur le dos (sans liens)",v.i.
74,"",bèlèékétrè,"",4,"","","{bw : blanket (anglais)}

","",2024-07-30 02:28:02,publie,1,2024-11-25 19:17:24,oui,0000-00-00 00:00:00,0,0,0,pos,2024-11-25 19:17:24,fr,non,0,"","","",[],"","","",couverture,"",couverture,n.c.
75,"",Bèlèpé,"",4,"","","{bw : Belep (français)}

{{ku-bèlèpé}}
igname bèlèpé




","",2024-07-30 02:28:42,publie,1,2024-11-25 02:19:03,oui,0000-00-00 00:00:00,0,0,0,pos,2024-11-25 02:19:03,fr,non,0,"","","",[],"","","","","",nom d'un clone d'igname,n.p.
76,"",bènê,"",4,"","","{{yaa-bènê}}
tressage en feuille de cocotier (placé sous chaume de la toiture)


","",2024-07-30 02:43:30,publie,1,2024-11-25 02:20:41,oui,0000-00-00 00:00:00,0,0,0,pos,2024-11-25 02:20:41,fr,non,0,"","","",[],"","","",palme,"","demi-palme de cocotier tressée, pour toiture ou paroi de case",n.c.
77,"",bénuu(rè),"",4,"","","","",2024-07-30 02:29:42,publie,1,2024-11-25 02:21:12,oui,0000-00-00 00:00:00,0,0,0,pos,2024-11-25 02:21:12,fr,non,0,"","","",[],"","",nuu(rè),enrouler ; recroqueviller (se),"",enrouler (s') ; recroqueviller (se),v.i.
78,"",bènyêrê(rê),"",4,"","","{{gu mê ro bènyêrê pwùù-xïï wii}}
tu vas la dépasser à la pointe là-bas


","",2024-07-30 02:30:16,publie,1,2024-11-25 02:21:38,oui,0000-00-00 00:00:00,0,0,0,pos,2024-11-25 02:21:38,fr,non,0,"","","",[],"","","",dépasser;surpasser,"",dépasser ; surpasser,v.t.
79,"",béé-nyî,"",4,"","","","",2024-07-30 02:30:33,publie,1,2024-11-25 19:13:02,oui,0000-00-00 00:00:00,0,0,0,pos,2024-11-25 19:13:02,fr,non,0,"","","",[],"","","",palme,"",palme de cocotier,n.c.
80,"",bényô,"",4,"","","","",2024-07-30 02:30:58,publie,1,2024-11-25 02:22:09,oui,0000-00-00 00:00:00,0,0,0,pos,2024-11-25 02:22:09,fr,non,0,"","","",[],"","",tébényô,abris,"",abris en feuille de cocotier,n.c.
81,"",béoté,"",4,"","","{sc : Petroscirtes breviceps (Bleecker), Blenniidés}

","",2024-07-30 02:31:33,publie,1,2024-07-30 02:31:33,oui,0000-00-00 00:00:00,0,0,0,pos,2024-07-30 02:31:26,fr,non,0,"","","",[],"","","","","","poisson blennie. Petit, avance verticalement dans les palétuviers. ",n.c.
82,"",bèrèngê,"",4,"","","bèrèngî ra
mes lèvres


","",2024-07-30 02:43:28,publie,1,2024-11-25 02:22:57,oui,0000-00-00 00:00:00,0,0,0,pos,2024-11-25 02:22:57,fr,non,0,"","","",[],"","",bèrèngî,"","",lèvres,n.c.
83,"",bèrèuru,"",4,"","","{sc : Terminalia catappa}

","",2024-07-30 02:32:38,publie,1,2024-11-25 02:23:22,oui,0000-00-00 00:00:00,0,0,0,pos,2024-11-25 02:23:22,fr,non,0,"","","",[],"","","","","","arbre ""kaori""",n.c.
84,"",bero(rè),"",4,"","","{{go é-bero mô tii-ra }} 
je suis fâché avec mon frère cadet

{{nê mwâ tréé kô-wé beru paa Kûnyii}}
ils commencent à semer la discorde à l'île des Pins

{{vè-bero(rè)}}
colère (mettre en)




","",2024-07-30 02:33:32,publie,1,2024-11-25 02:23:55,oui,0000-00-00 00:00:00,0,0,0,pos,2024-11-25 02:23:55,fr,non,0,"","","",[],"","",bere(rè),colère,"","colère (être en), discorde",v.i.
85,"",béérowè,"",4,"","","","",2024-07-30 02:34:01,publie,1,2024-11-25 19:25:18,oui,0000-00-00 00:00:00,0,0,0,pos,2024-11-25 19:25:18,fr,non,0,"","","",[],"","","","","",pirogue pontée à balancier,n.c.
86,"",bèè-bu(rè),"",4,"","","","",2024-07-30 02:34:04,publie,1,2024-07-30 02:34:04,oui,0000-00-00 00:00:00,0,0,0,pos,2024-07-30 02:33:58,fr,non,0,"","","",[],"","","",rapprocher,"",rapprocher ; ensemble (mettre),v.i.
